"Season","TeamName","Tempo","RankTempo","AdjTempo","RankAdjTempo","OE","RankOE","AdjOE","RankAdjOE","DE","RankDE","AdjDE","RankAdjDE","AdjEM","RankAdjEM"
"2024","Evansville",71.3403,74,70.5066,72,101.238,233,101.247,259,103.845,170,105.847,179,-4.60012,226
"2024","Fairfield",70.5336,111,69.8405,99,106.543,140,104.898,182,103.171,157,106.66,202,-1.76242,188
"2024","Fairleigh Dickinson",73.5178,24,72.5569,25,100.184,253,99.6233,294,109.915,287,114.616,348,-14.9922,326
"2024","FIU",72.5386,40,71.2451,54,99.2778,269,101.158,261,104.999,193,107.581,228,-6.42324,255
"2024","Florida",74.1122,19,73.923,11,114.896,26,116.315,24,100.763,115,100.211,80,16.1044,40
"2024","Florida A&M",69.6062,150,67.7323,217,87.0213,359,93.7451,343,117.927,359,112.182,316,-18.4365,344
"2024","Florida Atlantic",68.9237,200,68.079,193,118.112,10,118.474,12,101.41,121,99.5607,69,18.9131,21
"2024","Florida Gulf Coast",65.9609,320,64.2147,342,101.117,237,102.98,217,112.019,322,110.75,291,-7.77024,272
"2024","Florida St.",72.7529,38,71.2515,53,104.635,178,107.923,123,100.003,101,99.025,62,8.89761,87
"2024","Fordham",72.2178,54,71.0913,58,102.496,210,101.788,241,100.071,104,103.463,136,-1.67545,186
"2024","Fresno St.",67.2559,273,66.4102,276,99.8219,262,101.942,234,105.957,213,106.023,183,-4.08165,219
"2024","Furman",72.8266,36,72.0022,37,108.988,93,108.657,114,108.586,267,107.743,234,0.914235,152
"2024","Gardner Webb",71.1623,83,71.0719,60,97.241,293,99.7149,292,106.334,223,104.978,165,-5.26325,238
"2024","George Mason",66.0574,317,65.132,322,109.704,81,107.335,136,100.231,108,100.625,86,6.70939,104
"2024","George Washington",72.5384,41,72.215,30,107.696,115,106.504,150,98.5311,77,106.252,188,0.251536,161
"2024","Georgetown",67.098,281,66.5948,265,105.878,156,108.765,111,107.593,248,109.96,272,-1.19465,176
"2024","Georgia",71.1523,84,69.7625,103,106.488,143,108.599,115,98.3546,72,97.9078,45,10.6915,75
"2024","Georgia Southern",69.4199,170,68.5737,163,99.2648,271,100.516,273,115.557,352,114.059,339,-13.5429,319
"2024","Georgia St.",70.7335,107,68.6306,157,107.629,116,106.395,155,107.754,250,107.889,242,-1.49406,181
"2024","Georgia Tech",69.603,151,68.3199,180,103.168,199,108.124,121,105.123,194,104.253,147,3.87055,123
"2024","Gonzaga",71.9542,61,71.0477,61,113.339,39,115.458,32,96.6124,45,97.3387,41,18.1192,27
"2024","Grambling St.",66.2,315,64.9681,329,89.9756,351,96.1613,328,110.928,302,107.312,221,-11.1502,303
"2024","Grand Canyon",69.2047,182,68.3577,177,114.61,29,113.114,59,96.258,39,99.904,77,13.2102,56
"2024","Green Bay",63.9426,355,63.6594,351,103.521,197,103.62,207,105.178,195,107.582,229,-3.96202,217
"2024","Hampton",72.1304,58,71.934,40,95.3014,317,94.6378,337,114.39,344,113.961,338,-19.3229,348
"2024","Harvard",68.3403,224,68.2844,183,104.517,182,103.648,206,106.567,224,107.474,226,-3.8261,213
"2024","Hawaii",67.6264,255,66.0701,292,102.491,211,101.666,245,98.0838,66,101.121,94,0.545208,159
"2024","High Point",68.7763,205,68.1752,187,117.797,12,114.276,43,107.079,235,110.532,285,3.7443,124
"2024","Hofstra",67.7568,244,67.0522,245,107.253,123,107.005,142,106.198,219,103.443,135,3.5622,128
"2024","Holy Cross",65.7565,323,65.0386,325,97.0706,296,97.6474,315,116.006,353,117.749,359,-20.1017,352
"2024","Houston",64.3477,349,64.0803,345,116.386,17,117.709,18,80.2223,1,85.2327,1,32.4765,1
"2024","Houston Christian",74.6147,12,73.6152,14,86.4703,360,92.1476,350,111.771,321,111.397,301,-19.2495,347
"2024","Howard",69.4593,165,67.6509,221,105.109,173,106.211,159,110.833,298,113.19,331,-6.97985,263
"2024","Idaho",66.8638,289,66.278,282,100.153,254,99.028,302,109.015,272,111.742,308,-12.7138,314
"2024","Idaho St.",64.1366,352,64.2407,340,101.771,226,102.097,233,110.533,296,111.454,304,-9.35708,280
"2024","Illinois",70.8641,97,70.3808,77,115.076,25,118.748,11,95.2378,29,96.0105,32,22.738,13
"2024","Illinois Chicago",67.6469,254,67.8311,212,99.8478,261,100.945,265,98.0709,65,102.045,109,-1.09996,174
"2024","Illinois St.",67.4016,267,66.4951,271,98.8607,277,97.7605,313,103.153,155,103.102,126,-5.34195,239
"2024","Incarnate Word",71.9455,62,70.0932,88,98.2513,283,98.3305,308,110.858,299,115.285,354,-16.9547,337
"2024","Indiana",70.5801,109,70.0341,90,105.258,169,108.336,117,102.571,142,99.7098,72,8.62601,91
"2024","Indiana St.",72.943,31,72.3411,29,118.093,11,115.573,29,100.05,103,100.98,92,14.5935,48
"2024","Iona",68.7477,207,68.0169,198,104.569,180,103.853,201,103.284,162,105.241,168,-1.38838,178
"2024","Iowa",75.3294,7,74.4808,6,115.271,24,117.878,15,103.477,165,102.37,114,15.5082,43
"2024","Iowa St.",69.7367,143,69.3815,120,116.6,15,112.649,63,83.773,2,89.5367,2,23.1125,12
"2024","IUPUI",67.6766,253,66.8902,253,94.1615,328,93.5021,344,117.551,357,117.224,358,-23.7216,361
"2024","Jackson St.",71.3875,72,70.2398,83,99.2652,270,102.175,231,110.266,292,107.757,237,-5.58186,245
"2024","Jacksonville",69.5122,159,68.5531,165,99.6354,264,101.556,248,113.384,336,111.941,310,-10.3856,296
"2024","Jacksonville St.",65.6532,328,64.2337,341,100.568,246,100.875,268,97.14,50,99.8186,74,1.05625,150
"2024","James Madison",72.4731,45,72.0781,34,113.217,40,110.882,74,95.1429,27,100.417,82,10.4648,76
"2024","Kansas",70.3433,117,68.7692,148,111.244,65,114.572,40,95.5385,31,93.4549,11,21.1173,18
"2024","Kansas St.",67.9272,237,66.5371,267,107.396,120,109.078,104,96.3309,40,95.9607,31,13.1171,57
"2024","Kennesaw St.",76.9491,1,76.2841,1,106.81,133,104.355,189,106.14,217,106.97,211,-2.61532,195
"2024","Kent St.",69.7392,142,68.614,159,105.827,157,105.295,174,105.731,208,106.491,198,-1.19651,177
"2024","Kentucky",74.6562,11,73.6562,13,120.05,5,119.616,8,99.6988,96,98.691,54,20.9248,19
"2024","La Salle",67.2711,272,67.3307,233,105.503,163,105.754,170,108.534,266,110.426,283,-4.67214,227
"2024","Lafayette",67.3609,268,67.3105,235,88.7416,353,91.675,357,101.945,133,104.404,151,-12.7292,315
"2024","Lamar",72.4185,50,70.9535,64,106.996,129,104.2,193,107.062,233,111.349,300,-7.14923,267
"2024","Le Moyne",69.6411,149,68.1049,190,97.9468,287,97.6847,314,109.675,281,113.001,328,-15.3163,328
"2024","Lehigh",73.0099,28,72.1341,31,97.7562,289,97.7784,312,106.189,218,107.908,244,-10.1295,292
"2024","Liberty",65.4136,332,64.6699,333,109.708,80,110.367,84,102.677,144,102.423,116,7.94421,95
"2024","Lindenwood",69.7643,141,69.5479,110,90.9354,343,92.5827,348,106.772,227,110.24,278,-17.6576,341
"2024","Lipscomb",71.1633,81,69.6227,106,108.822,96,108.865,108,105.246,197,106.773,206,2.09147,137
"2024","Little Rock",72.1543,57,71.685,45,109.197,89,106.328,157,110.528,295,114.062,340,-7.73346,271
"2024","LIU",72.455,47,71.6477,46,87.7798,357,91.9524,354,109.902,286,111.971,312,-20.0185,350
"2024","Long Beach St.",74.1194,17,73.5901,16,104.556,181,106.641,148,105.752,210,106.934,210,-0.293668,168
"2024","Longwood",68.2363,228,67.5304,227,103.485,198,101.013,263,94.4354,24,100.589,85,0.423989,160
"2024","Louisiana",70.0092,133,67.6399,223,107.013,128,106.921,144,107.09,238,105.541,172,1.38011,147
"2024","Louisiana Monroe",67.4154,266,66.8288,256,90.1518,349,94.3661,338,108.097,257,109.602,265,-15.2359,327
"2024","Louisiana Tech",66.7645,290,66.7613,260,105.232,171,107.207,138,98.3792,74,99.3917,64,7.81543,96
"2024","Louisville",70.423,115,69.7365,104,103.783,192,105.574,172,108.03,255,107.658,230,-2.08353,192
"2024","Loyola Chicago",70.343,118,69.8014,101,101.125,236,102.499,228,95.5277,30,98.0154,48,4.48399,118
"2024","Loyola Marymount",67.293,270,66.5407,266,105.423,166,106.113,164,103.21,160,106.224,187,-0.110445,166
"2024","Loyola MD",67.5079,259,66.4676,273,93.2045,335,93.4882,345,109.129,274,110.947,295,-17.4584,340
"2024","LSU",70.79,103,71.1059,57,106.701,136,107.678,130,97.4295,54,98.3756,51,9.30222,82
"2024","Maine",67.0352,283,66.4131,275,98.2283,284,99.2807,300,100.517,111,104.296,148,-5.01571,233
"2024","Manhattan",70.7895,104,69.8236,100,89.391,352,91.9865,353,107.888,252,109.928,270,-17.9417,342
"2024","Marist",66.6902,293,65.2599,317,99.9886,257,98.0745,310,93.8847,20,103.044,125,-4.96977,232
"2024","Marquette",70.3184,120,70.5686,70,110.103,75,115.281,33,96.5279,44,94.1374,15,21.1432,17
"2024","Marshall",73.6316,23,72.7531,23,102.183,216,102.138,232,104.314,177,104.011,145,-1.8729,189
"2024","Maryland",67.1307,279,65.9654,296,104.06,188,105.653,171,94.0961,22,94.2006,16,11.4525,68
"2024","Maryland Eastern Shore",67.9973,235,68.2744,184,88.1737,356,90.4649,360,111.539,315,110.551,286,-20.0857,351
"2024","Massachusetts",71.311,76,70.5444,71,113.695,36,110.831,76,99.8985,99,103.632,139,7.19926,98
"2024","McNeese St.",65.5654,331,65.3895,314,114.137,33,112.536,64,100.456,110,103.384,134,9.1526,83
"2024","Memphis",72.614,39,72.6798,24,110.74,70,114.163,45,100.717,114,98.8842,59,15.2784,45
"2024","Mercer",67.7357,248,66.2548,286,100.715,242,100.394,278,105.452,205,106.808,208,-6.41369,254
"2024","Merrimack",68.4587,220,67.4034,231,96.0673,308,96.1659,327,98.2716,70,100.914,89,-4.7483,229
"2024","Miami FL",72.3774,51,70.8098,68,114.599,30,115.554,30,99.4513,92,102.522,118,13.0313,58
"2024","Miami OH",68.1482,232,67.8954,206,104.302,185,103.756,204,106.684,225,108.92,254,-5.16429,235
"2024","Michigan",69.7843,140,67.8719,208,111.488,62,114.514,41,107.927,253,103.322,131,11.1921,72
"2024","Michigan St.",67.8579,240,66.0119,295,112.777,47,116.508,21,96.5276,43,95.1819,24,21.326,16
"2024","Middle Tennessee",64.0938,354,63.2874,354,90.2932,346,93.8574,340,102.585,143,103.659,140,-9.80191,286
"2024","Milwaukee",69.4844,160,69.3421,122,109.938,78,108.842,109,114.683,346,114.726,349,-5.88395,248
"2024","Minnesota",69.0625,191,67.9659,203,112.404,50,109.502,98,98.52,76,100.917,90,8.58489,92
"2024","Mississippi",69.1711,184,66.7753,258,112.15,52,114.206,44,100.543,112,102.818,120,11.388,70
"2024","Mississippi St.",69.6703,146,68.6096,161,107.866,111,111.312,72,93.2674,14,93.295,9,18.0169,29
"2024","Mississippi Valley St.",65.5743,330,64.2523,339,77.1788,362,85.9266,361,125.019,362,118.097,360,-32.1708,362
"2024","Missouri",69.0012,194,67.2478,238,108.794,97,110.56,78,104.264,176,103.98,144,6.58047,105
"2024","Missouri St.",69.4494,166,68.8568,142,101.226,234,102.974,218,98.3135,71,101.501,101,1.4735,145
"2024","Monmouth",68.8647,203,68.4475,172,101.978,221,102.474,229,104.521,183,105.096,167,-2.6215,196
"2024","Montana",67.4984,260,67.9703,201,110.225,74,110.136,86,106.909,229,106.464,196,3.67147,125
"2024","Montana St.",68.9665,196,67.8688,209,100.346,250,99.63,293,105.362,203,106.357,192,-6.72673,258
"2024","Morehead St.",66.9554,286,66.3494,279,106.17,151,106.121,163,102.106,136,103.135,128,2.98591,132
"2024","Morgan St.",71.3783,73,71.5623,49,91.3802,340,94.8731,336,117.25,356,115.171,353,-20.2977,354
"2024","Mount St. Mary's",69.4286,168,69.576,109,102.841,204,101.836,238,101.302,118,107.361,223,-5.52476,244
"2024","Murray St.",66.4319,305,66.3301,280,106.601,139,109.357,100,105.911,212,107.964,245,1.39269,146
"2024","N.C. State",69.4147,172,69.0045,135,109.95,77,110.794,77,98.3783,73,99.5088,68,11.2853,71
"2024","Navy",67.7526,245,66.8891,254,97.5918,291,97.1261,317,99.6903,95,107.268,219,-10.1422,293
"2024","Nebraska",69.5235,155,68.6883,151,112.997,43,115.778,27,100.049,102,101.286,95,14.4923,49
"2024","Nebraska Omaha",66.6422,297,66.9865,249,105.243,170,104.043,196,107.129,239,109.774,267,-5.7305,246
"2024","Nevada",68.4383,222,68.0793,192,111.191,66,111.153,73,92.8469,10,95.79,29,15.3635,44
"2024","New Hampshire",74.6742,8,73.3532,19,101.035,238,102.877,222,103.171,156,106.822,209,-3.9454,216
"2024","New Mexico",74.1133,18,74.0282,10,111.022,68,111.833,68,93.625,17,95.4333,26,16.3994,38
"2024","New Mexico St.",69.6604,147,67.0708,244,94.2152,327,101.294,258,109.621,279,106.765,205,-5.47132,242
"2024","New Orleans",72.4974,44,72.8235,22,95.3651,316,100.497,275,111.506,314,112.192,317,-11.6946,307
"2024","Niagara",68.6032,215,68.3554,179,106.361,147,104.912,181,110.254,291,114.147,342,-9.23569,279
"2024","Nicholls St.",68.2972,225,66.989,248,100.592,245,101.829,239,109.866,285,108.945,256,-7.11674,265
"2024","NJIT",69.1304,186,68.4219,173,95.664,315,96.71,321,112.076,323,112.53,322,-15.8201,331
"2024","Norfolk St.",66.6558,295,65.6964,305,102.734,207,103.986,198,106.012,215,107.9,243,-3.91383,215
"2024","North Alabama",68.9912,195,68.7829,147,102.994,200,103.857,200,108.144,258,110.094,275,-6.23686,252
"2024","North Carolina",72.528,42,71.5944,47,114.474,32,117.81,16,95.0033,26,91.9635,5,25.8468,5
"2024","North Carolina A&T",69.5221,156,69.5024,114,99.8608,259,101.093,262,117.678,358,118.431,361,-17.3374,338
"2024","North Carolina Central",66.3214,311,67.2173,239,99.3325,268,100.265,281,106.202,220,106.621,200,-6.35566,253
"2024","North Dakota",68.4198,223,67.2506,237,101.595,229,100.837,270,110.325,293,111.136,298,-10.2985,294
"2024","North Dakota St.",66.576,298,66.3884,278,106.984,130,107.747,125,116.668,355,114.4,344,-6.65251,257
"2024","North Florida",69.1942,183,67.4938,228,105.276,168,105.068,178,111.415,313,112.03,313,-6.96295,262
"2024","North Texas",62.2334,361,60.8257,362,108.691,102,109.082,103,93.988,21,96.0644,33,13.0174,59
"2024","Northeastern",65.75,324,66.2543,287,107.575,117,107.186,140,111.123,310,110.709,289,-3.52322,210
"2024","Northern Arizona",69.4816,161,68.0622,195,92.8886,336,96.6449,322,112.363,325,110.433,284,-13.7881,322
"2024","Northern Colorado",72.2213,53,72.1119,32,108.752,99,108.139,120,111.04,305,111.651,306,-3.51244,209
"2024","Northern Illinois",71.7285,65,70.2747,82,102.218,214,104.475,186,115.408,351,111.942,311,-7.4669,270
"2024","Northern Iowa",68.1665,231,67.0175,246,107.291,122,109.411,99,104.914,190,102.952,123,6.45905,107
"2024","Northern Kentucky",68.634,213,67.9686,202,102.572,209,104.293,191,106.211,221,107.69,232,-3.39628,208
"2024","Northwestern",65.1284,340,64.4048,336,111.012,69,113.116,58,101.675,123,99.7444,73,13.3715,54
"2024","Northwestern St.",70.8433,98,69.2438,127,93.4715,333,96.5582,323,116.136,354,115.155,351,-18.5966,345
"2024","Notre Dame",65.0541,342,64.7918,331,94.577,325,98.2647,309,98.0586,63,97.5613,42,0.703421,157
"2024","Oakland",69.2113,181,68.8631,141,107.479,119,107.717,126,107.139,240,106.074,185,1.64319,144
"2024","Ohio",69.2237,179,68.0416,197,110.054,76,108.989,106,107.521,245,110.405,282,-1.41582,179
"2024","Ohio St.",67.1669,277,66.2585,285,112.788,46,115.059,36,98.4001,75,99.8624,75,15.1966,47
"2024","Oklahoma",70.1438,126,68.0658,194,114.028,34,114.359,42,92.6634,9,94.9264,21,19.4328,20
"2024","Oklahoma St.",68.4532,221,67.3264,234,104.613,179,106.151,161,98.5994,79,99.8686,76,6.2822,108
"2024","Old Dominion",70.8713,96,70.4992,73,99.6647,263,100.4,277,110.87,300,107.665,231,-7.2647,269
"2024","Oral Roberts",69.233,177,69.1775,128,104.888,175,107.494,133,111.093,308,110.558,287,-3.06443,203
"2024","Oregon",69.8923,137,68.5189,168,112.146,53,115.137,35,101.322,119,101.372,98,13.7643,53
"2024","Oregon St.",66.5009,301,66.0314,293,102.146,217,105.237,177,104.186,174,104.469,152,0.768174,155
"2024","Pacific",70.0538,130,69.5195,111,92.767,338,95.1984,333,111.736,318,113.587,334,-18.3889,343
"2024","Penn",66.4388,304,65.4303,313,105.803,158,107.712,128,108.214,261,108.866,253,-1.15383,175
"2024","Penn St.",71.298,78,71.5713,48,105.722,159,108.146,119,102.146,137,103.108,127,5.03772,114
"2024","Pepperdine",69.2324,178,67.7495,216,104.694,177,106.031,166,107.064,234,108.97,257,-2.93905,201
"2024","Pittsburgh",69.1086,188,66.948,251,111.811,57,110.121,87,96.0901,35,98.7178,55,11.403,69
"2024","Portland",69.8203,138,69.6478,105,99.5687,266,101.677,244,113.513,338,111.232,299,-9.5546,283
"2024","Portland St.",68.0712,233,68.9259,139,100.142,255,101.322,257,103.262,161,105.408,171,-4.08592,220
"2024","Prairie View A&M",73.4152,25,72.086,33,91.2602,341,95.2017,332,107.549,246,107.278,220,-12.0764,310
"2024","Presbyterian",69.9546,136,68.6114,160,101.604,228,99.0148,303,107.485,244,111.002,297,-11.9873,309
"2024","Princeton",64.7413,347,64.342,337,119.811,6,118.22,13,101.959,134,104.352,150,13.8686,51
"2024","Providence",69.5685,153,68.6812,152,102.764,206,106.791,147,93.6495,18,93.4326,10,13.3586,55
"2024","Purdue",71.1245,87,68.3989,175,118.602,8,123.65,2,97.1772,51,94.9576,22,28.6925,3
"2024","Purdue Fort Wayne",73.4083,26,72.3802,28,109.567,82,106.45,151,99.3573,90,105.885,181,0.565546,158
"2024","Queens",74.1344,16,73.3272,20,98.8334,279,101.427,252,113.653,339,110.942,294,-9.51563,282
"2024","Quinnipiac",72.7557,37,72.0625,36,102.816,205,101.451,251,99.2355,88,104.981,166,-3.53061,211
"2024","Radford",65.8597,321,63.8856,350,106.733,135,107.713,127,108.208,260,107.724,233,-0.0104621,164
"2024","Rhode Island",68.545,217,68.0118,199,106.516,141,107.508,132,107.56,247,107.755,236,-0.247538,167
